Restaurant Name,Address ;
Ellis Gourmet Burger Bastille  - FERMÉ,58 Rue du Faubourg Saint Antoine - 75012 Paris France;
Starbucks,4 rue de Seze - 75009 Paris France;
FELICITÀ,31 avenue de la Bourdonnais - 75007 Paris France;
Chez Neige,29 rue Veron - 75018 Paris France;
Boulangerie Patisserie Cohier  - FERMÉ,270 rue du Faubourg Saint Honore - 75008 Paris France;
Alexis 20,21 rue de Bagnolet - 75020 Paris France;
Ban Somchai Thai,84 avenue Emile Zola - 75015 Paris France;
L'Art Brut Bistrot,78 rue Quincampoix - 75003 Paris France;
Louise Café,8 Rue Croix des Petits Champs - 75001 Paris France;
Pub St Germain,17 - rue de l’ancienne Comédie - 75006 Paris France;
MAXAM,59 Rue de Montreuil - 75011 Paris France;
Pascade,14 rue Daunou - 75002 Paris France;
Brioche Doree,56 rue de la chaussee D Antin - 75009 Paris France;
NA,NA;
NA,NA;
NA,NA;
Bagel's Cafe,21 rue Danielle Casanova - 75001 Paris France;
Brioche Doree,150 rue de Rennes - 75006 Paris France;
Sunset Cafe,59 rue d Anjou - 75008 Paris France;
Le Semaphore,32 rue de Londres - 75009 Paris France;
PAUL,78 -84 Av. des Champs -Élysées - 75008 Paris France;
Felix,79 avenue de Segur - 75015 Paris France;
Enza & Famiglia Pizze Vino,19 Rue du Roule - 75001 Paris France;
Nejmet el Djazair,47 boulevard de la Chapelle - 75010 Paris France;
Thai Kanda,10 Rue De Picpus Vacation From 23/12/18 To 6/1/19 - 75012 Paris France;
Restaurant Coréen,34 rue de Joinville - 75019 Paris France;
Délice Pasteur,162 rue de Vaugirard - 75015 Paris France;
Chez Oscar,11 boulevard Beaumarchais - 75004 Paris France;
NA,NA;
pain de sucre,14 rue Rambuteau - 75003 Paris France;
Tian Tian Wang,82 rue Baudricourt Entre Avenue D'Ivry et Avenue de Choisy - 75013 Paris France;
Brioche Dorée Paris  - Opéra,4 Place de l Opera Angle de la Rue du 4 Septembre - 75002 Paris France;
Haifa,5 Rue du Poteau - 75018 Paris France;
Com -Home,19 Rue Lauriston - 75116 Paris France;
L'Amour Vache,2 - Boulevard Bonne Nouvelle Grands boulevards - 75010 Paris France;
O'Tacos ,72 Rue de Belleville - 75020 Paris France;
Traiteur Heng Hoc,85 Avenue Wagram angle Avenue Wagram/rue Poncelet - 75017 Paris France;
Resto Des Amis,1 rue Dulac - 75015 Paris France;
Lakou,13 Boulevard Garibaldi - 75015 Paris France;
Homies Bis,13 rue Beautreillis - 75004 Paris France;
Le Garde -Manger,8 Rue Meissonier - 75017 Paris France;
Judy,18 Rue de Fleurus 37 Rue D'assas - 75006 Paris France;
Eat Gluten Free  - FERMÉ,5 Rue Caron - 75004 Paris France;
5 Lorette,5 Rue Notre Dame De Lorette - 75009 Paris France;
Le Mêlécasse,12 rue de la Butte aux Cailles - 75013 Paris France;
NA,NA;
Puro Gusto,1 rue de Rome - 75008 Paris France;
Missgreen,11 Rue Lebon - 75017 Paris France;
Le Chantier Interdit,1 rue de Lappe - 75011 Paris France;
NA,NA;
Aux Délices de Dhan,83 Rue Ordener - 75018 Paris France;
Jojo&Co,Place d'Aligre Marche Beauvau - 75012 Paris France;
At Home,1 Rue du Chateau - 75001 Paris France;
Les Pavillons des Etangs,50 route de l Etoile - 75116 Paris France;
La Cantine des Mama's,88 rue d Aboukir - 75002 Paris France;
Les Carrosses de Paris,1 - Place de l'Etoile Voyage autour des plus beaux monuments de Paris - 75008 Paris France;
Di Felice,157 rue de Grenelle - 75007 Paris France;
Planet Pasta  - FERMÉ,269 Avenue Daumesnil - 75012 Paris France;
Artisan Xiang Ze Xuan Suling,145 Avenue De Suffren - 75015 Paris France;
L' Affamé,6 - rue de la Martinique 75018 Paris - 75018 Paris France;
Upper Concept Store,19 rue des 2 Ponts - 75004 Paris France;
Bol Porridge Bar,76 Rue Du Faubourg Poissonniere - 75010 Paris France;
Le Moulin à Café,8 Rue Sainte -Leonie - 75014 Paris France;
NA,NA;
Boneshaker Doughnuts,77 rue d Aboukir - 75002 Paris France;
Le Gourbi Palace,48 rue Albert Thomas - 75010 Paris France;
Le Bistrot de La Galette,102 Ter Rue Lepic A quelques mètres du Moulin de la Galette - 75018 Paris France;
Nouilles Vivantes,100 rue Blanche - 75009 Paris France;
Jour,22 Rue Des Capucines - 75002 Paris France;
Pho Hanoi,83 Rue Pixérécourt - 75020 Paris France;
L'Archeste,79 Rue de la Tour - 75116 Paris France;
Makayo Sushi,20 Rue Frémicourt - 75015 Paris France;
Snack Boëtie,26 Rue La Boëtie - 75008 Paris France;
Snack Pereire,100 Avenue Niel - 75017 Paris France;
Caminito Bistro Argentin,46 Rue de Clery - 75002 Paris France;
Bien Eleve,47 Rue Richer - 75009 Paris France;
NA,NA;
McDonalds  - Champs Elysees,140 Avenue Des Champs Elysées - 75008 Paris France;
Pong Crabe,82 Rue Halle - 75014 Paris France;
Ari’s Bagels,22 rue Pierre Lescot - 75001 Paris France;
Luni  - FERMÉ,17 - Rue de Bagnolet 17 Rue de Bagnolet - 75020 Paris France;
La Petite Boite,58 rue des Bergers - 75015 Paris France;
Nina Sushi,213 Boulevard Voltaire - 75011 Paris France;
Verre & Chope,25 rue de Rochechouart - 75009 Paris France;
Mian Bar,24 Rue Poissonnière - 75002 Paris France;
Le Gevaudan,28 Rue de Lévis - 75017 Paris France;
Le Bistrot des Plantes,34 - Rue Des Plantes - 75014 Paris France;
Mamma Primi,71 Rue des Dames - 75017 Paris France;
Enza & Famiglia Trattoria e Accanto,89 et 93 - Rue St Honoré 89 And 93 - 75001 Paris France;
La Barge Du Crous De Paris,Quai Francois Mauriac Port De La Gare - 75013 Paris France;
Maison Meignan,35 Rue Violet - 75015 Paris France;
Resto du Parc,3 Route de Dijon - 75012 Paris France;
Gerard Mulot  - FERMÉ,93 Rue de la Glacière - 75013 Paris France;
Bonté  - FERMÉ,38 Rue Greneta - 75002 Paris France;
Chez Zhang,33 rue Berger - 75001 Paris France;
Hana Bento,96 rue Cambronne - 75015 Paris France;
NA,NA;
Boutique Pralus,44 rue Cler - 75007 Paris France;
NA,NA;
Eighteen Burger,15 rue Damremont - 75018 Paris France;
NA,NA;
NA,NA;
GrillBurger,16 -18 Rue St Denis - 75001 Paris France;
Le Robinet,123 boulevard de Menilmontant - 75011 Paris France;
L’After,3 rue de la Gaite 3 rue de la Gaité - 75014 Paris France;
Lucien,64 Rue Saint Lazare - 75009 Paris France;
Osteria Del Passe Partout,20 rue de l Hirondelle Place Saint -Michel - 75006 Paris France;
Panda Traiteur,31 rue de Ponthieu - 75008 Paris France;
Le 32,32 rue des Belles Feuilles - 75116 Paris France;
Aji Dulce,19 rue Notre Dame de Lorette - 75009 Paris France;
Restaurant Montée,9 Rue Léopold Robert - 75014 Paris France;
Yikou,49 rue de l Aqueduc Canal Saint Martin - Métro Louis Blanc - 75010 Paris France;
Chez Janny,44 Rue Beaunier - 75014 Paris France;
Fujikko,17 Rue de Châteaudun - 75009 Paris France;
Tao Asian Fusion,6 Rue Saint Denis - 75001 Paris France;
Ommabab,241 rue de Bercy - 75012 Paris France;
Le Terrabis,60 rue Saint -Lazare - 75009 Paris France;
7 Au Marais,7 Rue des Filles du Calvaire 7 Rue Des Filles Du Calvaire - 75003 Paris France;
Sunset Boulevard Bar,26 boulevard Poissonniere - 75009 Paris France;
Les Délices du Maroc,18 rue Fremicourt - 75015 Paris France;
NA,NA;
elma & nar,45 avenue Secretan - 75019 Paris France;
Aire Ona,1 rue du Docteur Goujon - 75012 Paris France;
Le Dagobert,57 Rue Ramey - 75018 Paris France;
O' Bon Traiteur,222 avenue Daumesnil - 75012 Paris France;
Aux Saveurs D'Indocine,5 rue Dante - 75005 Paris France;
Mauritius Bazar,98 Rue du Faubourg Saint -Denis - 75010 Paris France;
Burger King,36 Boulevard Des Italiens - 75009 Paris France;
Paris Paris,74 Rue du Faubourg Saint -Denis - 75010 Paris France;
Extra Kandi,22 rue Biot - 75017 Paris France;
Le Cafe de la Mairie,96 rue des Archives - 75003 Paris France;
21 Martorell,21 Rue de Douai - 75009 Paris France;
O'Djerba,399 rue de Vaugirard - 75015 Paris France;
Boutique Pascal Caffet,13 Rue Duban - 75016 Paris France;
L'Échappée Belle,7 Rue Boulle - 75011 Paris France;
NA,NA;
Eric Kayser  - Commerce,79 rue du Commerce - 75015 Paris France;
IMA,39 Quai de Valmy - 75010 Paris France;
Sama Delices,16 boulevard Ornano - 75018 Paris France;
L'Arcane,52 Rue Lamarck - 75018 Paris France;
Bro Falafel Bar  - FERMÉ,217 Rue du Faubourg Saint -Antoine - 75011 Paris France;
The Canadian Embassy Pub,71 boulevard Gouvion Saint Cyr - 75017 Paris France;
Pizza Girl,132 rue de Vaugirard - 75006 Paris France;
Le Restaurant Marocain,31 Rue Du Faubourg Saint -Martin - 75010 Paris France;
La Marmite Africaine,55 rue de la Fontaine au Roi - 75011 Paris France;
Brasserie l'Escale,80 cours de Vincennes - 75012 Paris France;
MEiSiA,84 Rue Rene Boulanger - 75010 Paris France;
NA,NA;
NA,NA;
Patati Patata Paris,51 rue de Lappe - 75011 Paris France;
Bal Rock,161 Rue montmartre - 75002 Paris France;
Ginger's New York Coffee,11 Rue de l'Arrivee Centre Commercial Montparnasse Rive Gauche - 75015 Paris France;
Lakshmi Bhavan,18 Rue Philippe De Girard - 75010 Paris France;
Mamma Roma,90 Rue Oberkampf - 75011 Paris France;
NA,NA;
Chez Lui,67 Rue Saint Maur - 75011 Paris France;
Tartine & Co,186 Avenue de Versailles - 75016 Paris France;
Tralali Tralala,80 rue du Mont Cenis - 75018 Paris France;
Bistrot Tokyo,117 rue du Faubourg Saint Martin - 75010 Paris France;
Qian Gout,4 avenue Parmentier - 75011 Paris France;
L'Enclos de Ninon,68 Rue du Cardinal Lemoine - 75005 Paris France;
Sakura,28 rue Rambuteau - 75003 Paris France;
Pizza du Chef 17eme,14 Rue Laugier - 75017 Paris France;
Boulangerie Fortin,35 rue des 2 Ponts - 75004 Paris France;
Le Remontalou,82 Avenue Daumesnil - 75012 Paris France;
Chez Nous²,46 Rue Balard - 75015 Paris France;
Morny,99 Rue La Boetie angle rue de Ponthieu - 75008 Paris France;
Bois Levant,29 - Rue Bois Levant La Muette - 75016 Paris France;
Au Nouveau Nez,104 Rue Saint -Maur - 75011 Paris France;
Le Pagalou,66 Avenue Philipe Auguste - 75011 Paris France;
Le Refectoire,31 Rue du Château d'Eau - 75010 Paris France;
La Crepe Dentelle,10 Rue Léopold Bellan - 75002 Paris France;
NA,NA;
Traiteur Fa -Fa,32 Rue des Belles Feuilles - 75116 Paris France;
Mélodie,22 Rue D'Amsterdam - 75009 Paris France;
Restaurant Belle Maison,4 rue de Navarin - 75009 Paris France;
Bocamexa,95 Rue Oberkampf - 75011 Paris France;
Les Docks,Rue du Charolais - 75012 Paris France;
La Trincante Bar A Huitres Brocante,23 rue Eugene Sue - 75018 Paris France;
Imperiale Au Maire,21 rue au Maire - 75003 Paris France;
Le Bar à Bulles,90 Boulevard de Clichy 75018 - 75018 Paris France;
Gaspard,26 Rue de Cotte - 75012 Paris France;
L'Atelier du Marche,4 Rue Saussier Leroy - 75017 Paris France;
Yuki,25 Rue Alain Chartier - 75015 Paris France;
La Cantine Gourmande,49 rue de la Folie Mericourt - 75011 Paris France;
Maison Zada,18 rue Trousseau - 75011 Paris France;
Les Princes,6 - Place du Docteur Paul Michaux - 75016 Paris France;
NA,NA;
Mazaj,199 rue du Faubourg Saint Antoine - 75011 Paris France;
le cafe sushi,40 boulevard Haussmann - 75009 Paris France;
NA,NA;
Kawamoto,43 Rue de la Roquette - 75011 Paris France;
Ventilo,27 B rue du Louvre - 75002 Paris France;
Pizza momo,105 rue Saint Antoine - 75004 Paris France;
Santoor,30 Rue Marbeuf 30 Rue Marbeuf - 75008 Paris France;
Papi Henri,2 - Rue Brunel - 75017 Paris France;
L'Afghani,16 rue Paul Albert - 75018 Paris France;
Le Chat Zen,20 rue du Renard - 75004 Paris France;
Le Cavalier Bleu,143 Rue Saint Martin - 75004 Paris France;
le petit canard,19 rue Henry Monnier - 75009 Paris France;
Le tour du Liban,32 Rue Gutenberg - 75015 Paris France;
Sushi Plaza,16 rue de Tretaigne - 75018 Paris France;
Les 3 Obus,75016 Paris France;
NA,NA;
Bistrot Victoires,6 rue de la Vrilliere - 75001 Paris France;
NA,NA;
L'Arôme,3 Rue Saint Philippe du Roule - 75008 Paris France;
NA,NA;
Bakery & deli -cafe bread and roses,7 rue de Fleurus - 75006 Paris France;
Saint James Paris  - Le Restaurant,5 Place du Chancelier Adenauer - 75116 Paris France;
Les Pâtes Vivantes,46 Rue Du Faubourg Montmartre - 75009 Paris France;
NA,NA;
The Cricketer Pub,41 rue des Mathurins - 75008 Paris France;
Nirvana Inde,6 rue de Moscou - 75008 Paris France;
Gandhizi,159 quai de Valmy - 75010 Paris France;
NA,NA;
Le Cafe de Lyon,27 rue de Lyon - 75012 Paris France;
NA,NA;
Yogurt Factory,42 rue Rambuteau - 75003 Paris France;
NA,NA;
La Casbah,20 rue de la Forge Royale - 75011 Paris France;
Sushi Yaki,rue Monsieur le Prince - Paris France;
MARDI  - Crêperie Urbaine,137 Rue Montmartre - 75002 Paris France;
Fourteen Cafe,14 Avenue Rene Coty - 75014 Paris France;
Pizza Sarno,31 Rue de la Harpe - 75005 Paris France;
L'Envue,39 Rue Boissy d’Anglas 75008 - 75008 Paris France;
Traiteur Jin,72 rue Olivier de Serres - 75015 Paris France;
L'Armandie,2 B rue Petel - 75015 Paris France;
Saveur du Sichuan,52 rue du Faubourg Montmartre - 75009 Paris France;
Cafe Lorette,18 Rue de Châteaudun - 75009 Paris France;
NA,NA;
NA,NA;
Helem  - FERMÉ,164 rue Saint Dénis 164 rue Saint Denis - 75002 Paris France;
NA,NA;
Cafe Le Beaupre  - FERMÉ,Avenue de Suffren - Paris France;
Doina,149 rue Saint Dominique - 75007 Paris France;
NA,NA;
Cool And The Kitchen,61 - rue la Boétie - 75008 Paris France;
Kapunka Panoramas,38 Passage des Panoramas - 2E - 75002 Paris France;
Notre Table,104 Boulevard de Charonne - 75020 Paris France;
Bach & Bacchus,37 rue Lecourbe - 75015 Paris France;
Lina's Malesherbes,17 Boulevard Malesherbes - 75008 Paris France;
NA,NA;
Le Bistrot St. Germain,17 rue Gregoire de Tours - 75006 Paris France;
NA,NA;
Chez Plumeau,4 Place du Calvaire - 75018 Paris France;
Le Petit Champerret,30 rue Vernier - 75017 Paris France;
NA,NA;
NA,NA;
Le Train Bleu,Place Louis Armand Gare de Lyon - 75012 Paris France;
La Briciola,Rue Charlot 64 (angle 14 rue de Normandie) - 75003 Paris France;
Le Laurier,2 rue Pernety 24 rue Didot - 75014 Paris France;
Casa Del Fox  - FERMÉ,41 rue du Colisee - 75008 Paris France;
Casa de Espana,72 avenue Ledru Rollin - 75012 Paris France;
La Rose de France,24 Place Dauphine - 75001 Paris France;
Le Jeroboam,72 rue Didot - 75014 Paris France;
AU COMPTOIR NIPPON,3 Avenue du Maine - 75015 Paris France;
NA,NA;
Les Cèdres du Liban,5 - avenue du Maine Métro Falguière or Montparnasse Exit number 2 - 75015 Paris France;
Indiana Cafe  - Richelieu Drouot,18 Boulevard Montmartre - 75009 Paris France;
da Zavola  - FERMÉ,11 rue Brochant - 75017 Paris France;
NA,NA;
Le Petit Olympia,6 Rue de Caumartin - 75009 Paris France;
Le Petit Olympia,6 Rue de Caumartin - 75009 Paris France;
Starbucks,26 avenue de l Opera - 75001 Paris France;
NA,NA;
Sachiko,2 Rue d Hauteville - 75010 Paris France;
NA,NA;
Madame Mozarella  - FERMÉ,54 rue du Faubourg du Temple - 75011 Paris France;
Goku Asian Canteen,27 boulevard du Temple - 75003 Paris France;
Marie -Edith,34 rue du Laos - 75015 Paris France;
Cafe Madeleine,1 Rue Tronchet - 75008 Paris France;
Le Madeleine 7,7 boulevard de la Madeleine - 75001 Paris France;
Paris Madere,28 Rue de Caumartin - 75009 Paris France;
Pomme de Pain,123 rue Saint Lazare - 75008 Paris France;
Jour,13 boulevard Malesherbes - 75008 Paris France;
NA,NA;
Casa Cosa,30 - Rue Mogador - 75009 Paris France;
Le Lao Thai,128 rue de Tolbiac - 75013 Paris France;
Tin Tin,17 rue Louis Bonnet - 75011 Paris France;
Riz Parfume,9 rue Viollet le Duc - 75009 Paris France;
Cafe Minute Papillon,36 boulevard Diderot - 75012 Paris France;
La Scène Thélème,18 Rue Troyon - 75017 Paris France;
Miss Banh Mi,5 rue Mandar - 75002 Paris France;
Yurong Sushi,139 rue Cardinet - 75017 Paris France;
Bistrot Hotaru,18 Rue Rodier - 75009 Paris France;
Blue Buoi,50 boulevard de Vaugirard - 75015 Paris France;
Au General Lafayette,52 rue Lafayette - 75009 Paris France;
NA,NA;
Tomy & Co,22 rue Surcouf - 75007 Paris France;
Boulangerie Patisserie Foulon,59 boulevard de Vaugirard - 75015 Paris France;
Minori,14 Rue Cloche Perce - 75004 Paris France;
New York Café,68 Rue Mouffetard - 75005 Paris France;
Pizza Chic,13 rue de Mezieres - 75006 Paris France;
Le Bistro,32 boulevard de Magenta - 75010 Paris France;
Vivre Ópera Garnier,3 rue de la Michodière - 75002 Paris France;
La Place Royale,2 B Place des Vosges - 75004 Paris France;
Le Nord Sud,79 rue du Mont Cenis - 75018 Paris France;
NA,NA;
Les Dix Vins Muguet Bistrot,156 avenue Ledru Rollin - 75011 Paris France;
L'Etoile du Kashmir,63 rue de Charonne Rdc - 75011 Paris France;
Le Taste Monde,8 rue de Surene - 75008 Paris France;
NA,NA;
Sahil,106 rue du Faubourg Saint Denis - 75010 Paris France;
B.D.J. cafe,5 Rue de Jarente - 75004 Paris France;
TRIBECA,36 rue Cler - 75007 Paris France;
Kastoori,4 Place Gustave Toudouze - 75009 Paris France;
NA,NA;
Tori Ichi,36 rue Louise Weiss - 75013 Paris France;
Bistrot 13,43 rue Esquirol - 75013 Paris France;
TOUS,6 Rue Lamartine - 75009 Paris France;
Le Mo'Town Bar,116 boulevard de Menilmontant - 75020 Paris France;
A&M Restaurant,136 boulevard Murat - 75016 Paris France;
NA,NA;
NA,NA;
NA,NA;
Léon De Bruxelles,30 - Boulevard Des Italiens - 75009 Paris France;
Campanile,4 boulevard Berthier - 75017 Paris France;
Pizeria Andiamo,68 rue Damremont - 75018 Paris France;
Le Soleil de Kyoto,3 boulevard Berthier - 75017 Paris France;
Le Jeu De Quilles,45 rue Boulard - 75014 Paris France;
La Cantine Du Troquet,101 rue de l ouest - 75014 Paris France;
La Bievre,30 rue de Bievre - 75005 Paris France;
Bip Burger  - FERMÉ,74 Boulevard de Rochechouart - 75018 Paris France;
le village café,22 Rue de la Terrasse - 75017 Paris France;
Royal Orsay,75 Rue de Lille - 75007 Paris France;
NA,NA;
La Grille Montorgueil,50 Rue Montorgueil - 75002 Paris France;
Enishi,67 rue Labat - 75018 Paris France;
NA,NA;
Blanquet Claude,8 rue la Boetie - 75008 Paris France;
Tante Juliette,23 rue d Antin à deux pas de la Place de l'Opéra Garnier - 75002 Paris France;
La Bonne Tradition,2 rue Erard - 75012 Paris France;
Trader's,3 rue de la Bourse - 75002 Paris France;
Jeongane,60 rue des Morillons - 75015 Paris France;
Le Broca,25 rue Broca - 75005 Paris France;
Kirane India,20 Rue du Débarcadère - 75017 Paris France;
Comptoir Vietnam,15 Rue Esquirol - 75013 Paris France;
Au Virage Café,11 Rue de la Fidélité - 75010 Paris France;
NA,NA;
L'illusion  - FERMÉ,31 Rue la Bruyere - 75009 Paris France;
Gia Dinh Quan,44 Avenue d Ivry Centre Commercial Oslo - 75013 Paris France;
Humm..Donuts Coffee,56 rue la Bruyere - 75009 Paris France;
NA,NA;
NA,NA;
Le Petit Vendome,8 rue des Capucines - 75002 Paris France;
NA,NA;
L'Oiseau Blanc,19 rue de Rome - 75008 Paris France;
NA,NA;
YAKICHO,64 rue du Montparnasse - 75014 Paris France;
Café des Initiés,3 Place des 2 Ecus - 75001 Paris France;
Le Bistrot de Sud -Ouest à Paris,39 boulevard du Montparnasse - 75006 Paris France;
Le George,18 avenue George V - 75008 Paris France;
Milord,69 rue Lepic - 75018 Paris France;
Pressing  - FERMÉ,1bis Rue De Paradis - 75010 Paris France;
IZU,7 rue Véronèse - 75013 Paris France;
Bistrot Les Coulisses,92 rue Rene Boulanger 92 rue René Boulanger - 75010 Paris France;
La Favorita Trattoria Italiana,39 rue d Orsel - 75018 Paris France;
Baboto,12 rue de la Ferronnerie - 75001 Paris France;
La Soummam,3 Rue de Bievre - 75005 Paris France;
Hbk House Burger,246 boulevard Voltaire - 75011 Paris France;
NA,NA;
Toyotomi,24 rue des Petits Champs - 75002 Paris France;
Le Chat qui Peche,10 rue de la Huchette - 75005 Paris France;
Xia Tong,111 rue Oberkampf - 75011 Paris France;
NA,NA;
Eric Kayser  - 8 rue Monge,8 rue Monge Maubert -Mutualité - Sorbonne - 75005 Paris France;
Au Port Du Salut,163 Bis Rue Saint Jacques - 75005 Paris France;
Au Saint Benoît,26 Rue Saint Benoit - 75006 Paris France;
Le Villageois Bar,8 avenue Jean Aicard - 75011 Paris France;
NA,NA;
Le Bistro Marbeuf,21 rue Marbeuf - 75008 Paris France;
NA,NA;
La Maison du Bagel,56 Bis Rue Oberkampf Centre Commercial les Belles Feuilles - 75011 Paris France;
Nagano,37 rue Mazarine - 75006 Paris France;
Chez Poulette,10 Rue des Petites Écuries - 75010 Paris France;
Les Potaches,126 Rue Oberkampf - 75011 Paris France;
Xuehong Sarl,7 Rue Des Ursulines - 75005 Paris France;
NA,NA;
Di -Napoli,17 boulevard de Belleville - 75011 Paris France;
NA,NA;
Restaurant Bucovina  - FERMÉ,50 boulevard de Picpus - 75012 Paris France;
Chocolatitudes,57 rue Daguerre - 75014 Paris France;
Gwada Cafe,47 rue Leon Frot - 75011 Paris France;
Le Beau Marche,90 boulevard Beaumarchais - 75011 Paris France;
Goutu,2 Place de la Porte Maillot - 75853 Paris France;
Le Bois,29 Rue Bois le Vent - 75016 Paris France;
Grill Bosphore,1 rue de Budapest - 75009 Paris France;
Kompressor Restaurant Africain,72 rue du Ruisseau - 75018 Paris France;
Chez Denise,5 rue des Prouvaires - 75001 Paris France;
Les Freres Bretons,117 - Boulevard de Grenelle Métro la motte picquet grenelle - 75015 Paris France;
Bistrot De L'Opéra Comique,16 rue Favart - 75002 Paris France;
Chouchou Thé,5 Rue Marsoulan - 75012 Paris France;
AVLI,14 Boulevard de Bonne Nouvelle - 75010 Paris France;
Chez Momo,Rue de la Huchette Ouvert de 11h30 à 23h30 - 75005 Paris France;
Allegria,5 bis rue du Rocher - 75008 Paris France;
Le Bar  - La Réserve Paris Hotel and Spa,42 Avenue Gabriel La Reserve Paris  Hotel & Spa - 75008 Paris France;
L'Entetee,4 rue Danville - 75014 Paris France;
Axuria,54 Avenue Felix Faure - 75015 Paris France;
La salle à Manger,138 rue Mouffetard - 75005 Paris France;
Maison Menier,30 boulevard Diderot - 75012 Paris France;
Ressources,16 rue Brea - 75006 Paris France;
L'encas,31 rue Saint Lazare - 75009 Paris France;
Au diable des Lombards,64 Rue des Lombards Quartier Chatelet Les Halles - 75001 Paris France;
Terres De Cafe,33 rue des Batignolles - 75017 Paris France;
The Freedom And Firkin,8 rue de Berri - 75008 Paris France;
MOZZATO Comptoir à Mozzarella,3 Rue Bachaumont - 75002 Paris France;
Casa Tino,43 rue de Tolbiac - 75013 Paris France;
Yankey Restaurant  - FERMÉ,43 rue Ramey - 75018 Paris France;
Café Moco,177 Boulevard Voltaire - 75011 Paris France;
L'Empire Du Ravioli,86 boulevard de l Hopital - 75013 Paris France;
Le 42 Salad'Bar,42 rue Louis Blanc - 75010 Paris France;
Le Club,1 Port de la Conference Bateaux Mouches - 75008 Paris France;
Les vedettes,13 place pigalle - 75009 Paris France;
La French Guinguette,58 rue Rambuteau - 75003 Paris France;
Pret A Manger,25 -27 Rue Duphot - 75008 Paris France;
Kawaii Cafe,20 rue de Nemours - 75011 Paris France;
L'Atelier du Parc,35 boulevard Lefebvre - 75015 Paris France;
Clark Hot Dog,6 rue du Roi de Sicile - 75004 Paris France;
NA,NA;
Casa Maria,32 Rue Tiquetonne - 75002 Paris France;
NA,NA;
Le Concorde,15 Boulevard Poniatowski - 75012 Paris France;
Le Veromed,53 Rue des Orteaux - 75020 Paris France;
Gaston,11 rue Brochant - 75017 Paris France;
Olive & Popey,187 rue du Faubourg Saint Honore - 75008 Paris France;
Paradis Marguerite,27/29 Quai des Grands Augustins - 75006 Paris France;
Le Phenix,112 rue de Richelieu - 75002 Paris France;
NA,NA;
Creperie Chez SIMON,45 Rue Brancion - 75015 Paris France;
Chez Rob  - FERMÉ,105 Rue Monge - 75005 Paris France;
Fire Town,45 Rue de La Gaité - 75014 Paris France;
L’Espace Mederic,20 rue Mederic Ecole Hoteliere De Paris CFA Mederic - 75017 Paris France;
Quarante Six,46 rue de Provence - 75009 Paris France;
Aux Delices D’Asie,123 rue Saint Antoine - 75004 Paris France;
Addict Factory,30/32 Boulevard de Vaugirard - 75015 Paris France;
Restaurant J V,11 Rue De Londres - 75009 Paris France;
Big Fernand Paris Montparnasse,86 Boulevard du Montparnasse - 75014 Paris France;
Café Brasserie Les Arts & Métiers,51 Rue de Turbigo - 75003 Paris France;
Le Petit Varenne,57 Rue de Bellechasse - 75007 Paris France;
Homard et Boeuf,22 Avenue de Villiers - 75017 Paris France;
D Noodles,7 rue Jean Pierre Timbaud - 75011 Paris France;
Lastre Sans Apostrophe,188 rue de Grenelle - 75007 Paris France;
Marcella,1 Boulevard de Courcelles 1 Boulevard de Courcelles - 75008 Paris France;
Le Galant,7 Rue de la Cossonnerie - 75001 Paris France;
Aux Merveilleux de Fred,94 Rue St Dominique - 75007 Paris France;
Heng Heng Rapide,18 rue de Crussol - 75011 Paris France;
NYC Bagel's,6 Rue Saint Ambroise - 75011 Paris France;
Gregory Desfoux,112 rue de Belleville - 75020 Paris France;
Les Petits Ruisseaux,27 Rue des Boulets - 75011 Paris France;
Exki,193 -197 - Rue de Bercy - 75012 Paris France;
Scotta !,11 rue de Cotte - 75012 Paris France;
Koko Cantine Japonaise,63 rue des Gravilliers - 75003 Paris France;
ThaiXpress,10 Rue Berryer - 75008 Paris France;
NA,NA;
Boutj'dao Sushi,16 Rue Sedaine - 75011 Paris France;
Lula,216 - Rue Saint Maur Lula Lifestyle Shop - 75010 Paris France;
Bambou,162 rue de Vaugirard - 75015 Paris France;
XV Burger,179 rue de Vaugirard - 75015 Paris France;
KL Patisserie Paris,78 Avenue de Villiers - 75017 Paris France;
Le Bistrot de l'Atelier,1 Place Charles Dullin Theatre de l'Atelier - 75018 Paris France;
djawa Mathurins,25 Rue des Mathurins - 75008 Paris France;
L'Hotel,13 Rue des Beaux Art - 75006 Paris France;
Restaurant Achille  - FERMÉ,43 rue Servan - 75011 Paris France;
Au Comptoir,1 rue de la Banque Caves Legrand Filles et Fils - 75002 Paris France;
Café des Aviateurs,37 Boulevard Victor - 75015 Paris France;
Allo Pizza,9 Rue Vicq d'Azir - 75010 Paris France;
Boon,30 Avenue d'Italie Centre commercial Paris Italie Deux - 75013 Paris France;
Boon,Rue de l'Equerre d'Argent Centre Commercial Forum des Halles - Porte Rambuteau niveau  -3 - 75001 Paris France;
Acquerello,40 Bis - rue Faubourg Poissonnière - 75010 Paris France;
Bagelstein  - FERMÉ,7 rue Saint Augustin - 75002 Paris France;
Bagelstein  - FERMÉ,50 rue de Miromesnil - 75008 Paris France;
Chouquette Cafe Creperie,12 Place D Italie - 75013 Paris France;
NA,NA;
Bagelstein,276 Rue du Faubourg Saint -Antoine - 75012 Paris France;
Bagelstein,23 Rue Des Capucines - 75001 Paris France;
